from_polity_id,from_name,to_polity_id,to_name,territorial_direction,strength,shared_territories,shared_territory_count,same_ethnicity,related_ethnicity,same_language,same_religion,same_civilization,temporal_gap_years
later_tang,Later Tang (后唐),southern_song,Southern Song Dynasty,unknown,2,,0,0,0,1,0,0,190
later_zhou,Later Zhou (后周),southern_song,Southern Song Dynasty,unknown,2,,0,0,0,1,0,0,167
northern_song,Northern Song Dynasty,song_dynasty,Song Dynasty,unknown,2,,0,0,0,1,0,0,-167
song_dynasty,Song Dynasty,southern_song,Southern Song Dynasty,unknown,2,,0,0,0,1,0,0,-152
rashidun_caliphate,Rashidun Caliphate,muhallabid_governors,Muhallabid governors,unknown,2,,0,0,0,1,0,0,110
rashidun_caliphate,Rashidun Caliphate,ziyadid_dynasty,Ziyadid Dynasty,unknown,2,,0,0,0,1,0,0,158
rashidun_caliphate,Rashidun Caliphate,tahirid_dynasty,Tahirid dynasty,unknown,2,,0,0,0,1,0,0,160
rashidun_caliphate,Rashidun Caliphate,dulafid_dynasty,Dulafid Dynasty,unknown,2,,0,0,0,1,0,0,179
rashidun_caliphate,Rashidun Caliphate,sajid_dynasty,Sajid dynasty,unknown,2,,0,0,0,1,0,0,228
rashidun_caliphate,Rashidun Caliphate,hamdanid_emirate,Hamdanid Emirate,unknown,2,,0,0,0,1,0,0,229
umayyad_caliphate,Umayyad Caliphate,ziyadid_dynasty,Ziyadid Dynasty,unknown,2,,0,0,0,1,0,0,69
umayyad_caliphate,Umayyad Caliphate,tahirid_dynasty,Tahirid dynasty,unknown,2,,0,0,0,1,0,0,71
umayyad_caliphate,Umayyad Caliphate,dulafid_dynasty,Dulafid Dynasty,unknown,2,,0,0,0,1,0,0,90
umayyad_caliphate,Umayyad Caliphate,sajid_dynasty,Sajid dynasty,unknown,2,,0,0,0,1,0,0,139
umayyad_caliphate,Umayyad Caliphate,hamdanid_emirate,Hamdanid Emirate,unknown,2,,0,0,0,1,0,0,140
umayyad_caliphate,Umayyad Caliphate,sulayhid_dynasty,Sulayhid Dynasty,unknown,2,,0,0,0,1,0,0,297
al_andalus,Al-Andalus,muhallabid_governors,Muhallabid governors,unknown,2,,0,0,0,1,0,0,-721
al_andalus,Al-Andalus,ziyadid_dynasty,Ziyadid Dynasty,unknown,2,,0,0,0,1,0,0,-673
al_andalus,Al-Andalus,tahirid_dynasty,Tahirid dynasty,unknown,2,,0,0,0,1,0,0,-671
al_andalus,Al-Andalus,dulafid_dynasty,Dulafid Dynasty,unknown,2,,0,0,0,1,0,0,-652
al_andalus,Al-Andalus,sajid_dynasty,Sajid dynasty,unknown,2,,0,0,0,1,0,0,-603
al_andalus,Al-Andalus,hamdanid_emirate,Hamdanid Emirate,unknown,2,,0,0,0,1,0,0,-602
al_andalus,Al-Andalus,sulayhid_dynasty,Sulayhid Dynasty,unknown,2,,0,0,0,1,0,0,-445
al_andalus,Al-Andalus,zengid_dynasty,Zengid Dynasty,unknown,2,,0,0,0,1,0,0,-365
al_andalus,Al-Andalus,banu_ghaniya,Banu Ghaniya,unknown,2,,0,0,0,1,0,0,-344
abbasid_caliphate,Abbasid Caliphate,muhallabid_governors,Muhallabid governors,unknown,2,,0,0,0,1,0,0,-487
abbasid_caliphate,Abbasid Caliphate,ziyadid_dynasty,Ziyadid Dynasty,unknown,2,,0,0,0,1,0,0,-439
abbasid_caliphate,Abbasid Caliphate,tahirid_dynasty,Tahirid dynasty,unknown,2,,0,0,0,1,0,0,-437
abbasid_caliphate,Abbasid Caliphate,dulafid_dynasty,Dulafid Dynasty,unknown,2,,0,0,0,1,0,0,-418
abbasid_caliphate,Abbasid Caliphate,sajid_dynasty,Sajid dynasty,unknown,2,,0,0,0,1,0,0,-369
abbasid_caliphate,Abbasid Caliphate,hamdanid_emirate,Hamdanid Emirate,unknown,2,,0,0,0,1,0,0,-368
abbasid_caliphate,Abbasid Caliphate,sulayhid_dynasty,Sulayhid Dynasty,unknown,2,,0,0,0,1,0,0,-211
abbasid_caliphate,Abbasid Caliphate,zengid_dynasty,Zengid Dynasty,unknown,2,,0,0,0,1,0,0,-131
abbasid_caliphate,Abbasid Caliphate,banu_ghaniya,Banu Ghaniya,unknown,2,,0,0,0,1,0,0,-110
muhallabid_governors,Muhallabid governors,tulunid_dynasty,Tulunid Dynasty,unknown,2,,0,0,0,1,0,0,75
muhallabid_governors,Muhallabid governors,sajid_dynasty,Sajid dynasty,unknown,2,,0,0,0,1,0,0,96
muhallabid_governors,Muhallabid governors,hamdanid_emirate,Hamdanid Emirate,unknown,2,,0,0,0,1,0,0,97
muhallabid_governors,Muhallabid governors,fatimid_caliphate,Fatimid Caliphate,unknown,2,,0,0,0,1,0,0,116
muhallabid_governors,Muhallabid governors,ikhshidid_dynasty,Ikhshidid Dynasty,unknown,2,,0,0,0,1,0,0,142
muhallabid_governors,Muhallabid governors,zirid_dynasty,Zirid Dynasty,unknown,2,,0,0,0,1,0,0,179
muhallabid_governors,Muhallabid governors,almoravid_dynasty,Almoravid Dynasty,unknown,2,,0,0,0,1,0,0,247
muhallabid_governors,Muhallabid governors,sulayhid_dynasty,Sulayhid Dynasty,unknown,2,,0,0,0,1,0,0,254
rustamid_dynasty,Rustamid Dynasty,ziyadid_dynasty,Ziyadid Dynasty,unknown,2,,0,0,0,1,0,0,-90
rustamid_dynasty,Rustamid Dynasty,tahirid_dynasty,Tahirid dynasty,unknown,2,,0,0,0,1,0,0,-88
rustamid_dynasty,Rustamid Dynasty,dulafid_dynasty,Dulafid Dynasty,unknown,2,,0,0,0,1,0,0,-69
rustamid_dynasty,Rustamid Dynasty,sulayhid_dynasty,Sulayhid Dynasty,unknown,2,,0,0,0,1,0,0,138
rustamid_dynasty,Rustamid Dynasty,zengid_dynasty,Zengid Dynasty,unknown,2,,0,0,0,1,0,0,218
rustamid_dynasty,Rustamid Dynasty,banu_ghaniya,Banu Ghaniya,unknown,2,,0,0,0,1,0,0,239
idrisid_dynasty,Idrisid Dynasty,ziyadid_dynasty,Ziyadid Dynasty,unknown,2,,0,0,0,1,0,0,-155
idrisid_dynasty,Idrisid Dynasty,tahirid_dynasty,Tahirid dynasty,unknown,2,,0,0,0,1,0,0,-153
idrisid_dynasty,Idrisid Dynasty,dulafid_dynasty,Dulafid Dynasty,unknown,2,,0,0,0,1,0,0,-134
idrisid_dynasty,Idrisid Dynasty,sajid_dynasty,Sajid dynasty,unknown,2,,0,0,0,1,0,0,-85
idrisid_dynasty,Idrisid Dynasty,hamdanid_emirate,Hamdanid Emirate,unknown,2,,0,0,0,1,0,0,-84
idrisid_dynasty,Idrisid Dynasty,sulayhid_dynasty,Sulayhid Dynasty,unknown,2,,0,0,0,1,0,0,73
idrisid_dynasty,Idrisid Dynasty,zengid_dynasty,Zengid Dynasty,unknown,2,,0,0,0,1,0,0,153
idrisid_dynasty,Idrisid Dynasty,banu_ghaniya,Banu Ghaniya,unknown,2,,0,0,0,1,0,0,174
aghlabid_dynasty,Aghlabid Dynasty,ziyadid_dynasty,Ziyadid Dynasty,unknown,2,,0,0,0,1,0,0,-90
aghlabid_dynasty,Aghlabid Dynasty,tahirid_dynasty,Tahirid dynasty,unknown,2,,0,0,0,1,0,0,-88
aghlabid_dynasty,Aghlabid Dynasty,dulafid_dynasty,Dulafid Dynasty,unknown,2,,0,0,0,1,0,0,-69
aghlabid_dynasty,Aghlabid Dynasty,sulayhid_dynasty,Sulayhid Dynasty,unknown,2,,0,0,0,1,0,0,138
aghlabid_dynasty,Aghlabid Dynasty,zengid_dynasty,Zengid Dynasty,unknown,2,,0,0,0,1,0,0,218
aghlabid_dynasty,Aghlabid Dynasty,banu_ghaniya,Banu Ghaniya,unknown,2,,0,0,0,1,0,0,239
ziyadid_dynasty,Ziyadid Dynasty,tahirid_dynasty,Tahirid dynasty,unknown,2,,0,0,0,1,0,0,-197
ziyadid_dynasty,Ziyadid Dynasty,dulafid_dynasty,Dulafid Dynasty,unknown,2,,0,0,0,1,0,0,-178
ziyadid_dynasty,Ziyadid Dynasty,tulunid_dynasty,Tulunid Dynasty,unknown,2,,0,0,0,1,0,0,-150
ziyadid_dynasty,Ziyadid Dynasty,sajid_dynasty,Sajid dynasty,unknown,2,,0,0,0,1,0,0,-129
ziyadid_dynasty,Ziyadid Dynasty,hamdanid_emirate,Hamdanid Emirate,unknown,2,,0,0,0,1,0,0,-128
ziyadid_dynasty,Ziyadid Dynasty,fatimid_caliphate,Fatimid Caliphate,unknown,2,,0,0,0,1,0,0,-109
ziyadid_dynasty,Ziyadid Dynasty,ikhshidid_dynasty,Ikhshidid Dynasty,unknown,2,,0,0,0,1,0,0,-83
ziyadid_dynasty,Ziyadid Dynasty,almohad_caliphate,Almohad Caliphate,unknown,2,,0,0,0,1,0,0,103
ziyadid_dynasty,Ziyadid Dynasty,zangid_atabegate,Zangid Atabegate,unknown,2,,0,0,0,1,0,0,109
ziyadid_dynasty,Ziyadid Dynasty,zengid_dynasty,Zengid Dynasty,unknown,2,,0,0,0,1,0,0,109
ziyadid_dynasty,Ziyadid Dynasty,banu_ghaniya,Banu Ghaniya,unknown,2,,0,0,0,1,0,0,130
ziyadid_dynasty,Ziyadid Dynasty,ayyubid_sultanate,Ayyubid Sultanate,unknown,2,,0,0,0,1,0,0,153
ziyadid_dynasty,Ziyadid Dynasty,hafsid_dynasty,Hafsid Dynasty,unknown,2,,0,0,0,1,0,0,211
ziyadid_dynasty,Ziyadid Dynasty,marinid_dynasty,Marinid Dynasty,unknown,2,,0,0,0,1,0,0,226
ziyadid_dynasty,Ziyadid Dynasty,mamluk_sultanate,Mamluk Sultanate,unknown,2,,0,0,0,1,0,0,232
ziyadid_dynasty,Ziyadid Dynasty,ifat_sultanate,Ifat Sultanate,unknown,2,,0,0,0,1,0,0,267
tahirid_dynasty,Tahirid dynasty,ikhshidid_dynasty,Ikhshidid Dynasty,unknown,2,,0,0,0,1,0,0,62
tahirid_dynasty,Tahirid dynasty,zirid_dynasty,Zirid Dynasty,unknown,2,,0,0,0,1,0,0,99
tahirid_dynasty,Tahirid dynasty,almoravid_dynasty,Almoravid Dynasty,unknown,2,,0,0,0,1,0,0,167
tahirid_dynasty,Tahirid dynasty,sulayhid_dynasty,Sulayhid Dynasty,unknown,2,,0,0,0,1,0,0,174
tahirid_dynasty,Tahirid dynasty,almohad_caliphate,Almohad Caliphate,unknown,2,,0,0,0,1,0,0,248
tahirid_dynasty,Tahirid dynasty,zangid_atabegate,Zangid Atabegate,unknown,2,,0,0,0,1,0,0,254
tahirid_dynasty,Tahirid dynasty,zengid_dynasty,Zengid Dynasty,unknown,2,,0,0,0,1,0,0,254
tahirid_dynasty,Tahirid dynasty,banu_ghaniya,Banu Ghaniya,unknown,2,,0,0,0,1,0,0,275
tahirid_dynasty,Tahirid dynasty,ayyubid_sultanate,Ayyubid Sultanate,unknown,2,,0,0,0,1,0,0,298
dulafid_dynasty,Dulafid Dynasty,zirid_dynasty,Zirid Dynasty,unknown,2,,0,0,0,1,0,0,75
dulafid_dynasty,Dulafid Dynasty,almoravid_dynasty,Almoravid Dynasty,unknown,2,,0,0,0,1,0,0,143
dulafid_dynasty,Dulafid Dynasty,sulayhid_dynasty,Sulayhid Dynasty,unknown,2,,0,0,0,1,0,0,150
dulafid_dynasty,Dulafid Dynasty,almohad_caliphate,Almohad Caliphate,unknown,2,,0,0,0,1,0,0,224
dulafid_dynasty,Dulafid Dynasty,zangid_atabegate,Zangid Atabegate,unknown,2,,0,0,0,1,0,0,230
dulafid_dynasty,Dulafid Dynasty,zengid_dynasty,Zengid Dynasty,unknown,2,,0,0,0,1,0,0,230
dulafid_dynasty,Dulafid Dynasty,banu_ghaniya,Banu Ghaniya,unknown,2,,0,0,0,1,0,0,251
dulafid_dynasty,Dulafid Dynasty,ayyubid_sultanate,Ayyubid Sultanate,unknown,2,,0,0,0,1,0,0,274
tulunid_dynasty,Tulunid Dynasty,sulayhid_dynasty,Sulayhid Dynasty,unknown,2,,0,0,0,1,0,0,142
tulunid_dynasty,Tulunid Dynasty,zengid_dynasty,Zengid Dynasty,unknown,2,,0,0,0,1,0,0,222
tulunid_dynasty,Tulunid Dynasty,banu_ghaniya,Banu Ghaniya,unknown,2,,0,0,0,1,0,0,243
sajid_dynasty,Sajid dynasty,almoravid_dynasty,Almoravid Dynasty,unknown,2,,0,0,0,1,0,0,111
sajid_dynasty,Sajid dynasty,sulayhid_dynasty,Sulayhid Dynasty,unknown,2,,0,0,0,1,0,0,118
sajid_dynasty,Sajid dynasty,almohad_caliphate,Almohad Caliphate,unknown,2,,0,0,0,1,0,0,192
sajid_dynasty,Sajid dynasty,zangid_atabegate,Zangid Atabegate,unknown,2,,0,0,0,1,0,0,198
sajid_dynasty,Sajid dynasty,zengid_dynasty,Zengid Dynasty,unknown,2,,0,0,0,1,0,0,198
sajid_dynasty,Sajid dynasty,banu_ghaniya,Banu Ghaniya,unknown,2,,0,0,0,1,0,0,219
sajid_dynasty,Sajid dynasty,ayyubid_sultanate,Ayyubid Sultanate,unknown,2,,0,0,0,1,0,0,242
sajid_dynasty,Sajid dynasty,hafsid_dynasty,Hafsid Dynasty,unknown,2,,0,0,0,1,0,0,300
hamdanid_emirate,Hamdanid Emirate,fatimid_caliphate,Fatimid Caliphate,unknown,2,,0,0,0,1,0,0,-95
hamdanid_emirate,Hamdanid Emirate,ikhshidid_dynasty,Ikhshidid Dynasty,unknown,2,,0,0,0,1,0,0,-69
hamdanid_emirate,Hamdanid Emirate,almohad_caliphate,Almohad Caliphate,unknown,2,,0,0,0,1,0,0,117
hamdanid_emirate,Hamdanid Emirate,zangid_atabegate,Zangid Atabegate,unknown,2,,0,0,0,1,0,0,123
hamdanid_emirate,Hamdanid Emirate,zengid_dynasty,Zengid Dynasty,unknown,2,,0,0,0,1,0,0,123
hamdanid_emirate,Hamdanid Emirate,banu_ghaniya,Banu Ghaniya,unknown,2,,0,0,0,1,0,0,144
hamdanid_emirate,Hamdanid Emirate,ayyubid_sultanate,Ayyubid Sultanate,unknown,2,,0,0,0,1,0,0,167
hamdanid_emirate,Hamdanid Emirate,hafsid_dynasty,Hafsid Dynasty,unknown,2,,0,0,0,1,0,0,225
hamdanid_emirate,Hamdanid Emirate,marinid_dynasty,Marinid Dynasty,unknown,2,,0,0,0,1,0,0,240
hamdanid_emirate,Hamdanid Emirate,mamluk_sultanate,Mamluk Sultanate,unknown,2,,0,0,0,1,0,0,246
hamdanid_emirate,Hamdanid Emirate,ifat_sultanate,Ifat Sultanate,unknown,2,,0,0,0,1,0,0,281
fatimid_caliphate,Fatimid Caliphate,sulayhid_dynasty,Sulayhid Dynasty,unknown,2,,0,0,0,1,0,0,-124
ikhshidid_dynasty,Ikhshidid Dynasty,sulayhid_dynasty,Sulayhid Dynasty,unknown,2,,0,0,0,1,0,0,78
ikhshidid_dynasty,Ikhshidid Dynasty,zengid_dynasty,Zengid Dynasty,unknown,2,,0,0,0,1,0,0,158
ikhshidid_dynasty,Ikhshidid Dynasty,banu_ghaniya,Banu Ghaniya,unknown,2,,0,0,0,1,0,0,179
zirid_dynasty,Zirid Dynasty,sulayhid_dynasty,Sulayhid Dynasty,unknown,2,,0,0,0,1,0,0,-101
almoravid_dynasty,Almoravid Dynasty,sulayhid_dynasty,Sulayhid Dynasty,unknown,2,,0,0,0,1,0,0,-100
sulayhid_dynasty,Sulayhid Dynasty,hafsid_dynasty,Hafsid Dynasty,unknown,2,,0,0,0,1,0,0,91
sulayhid_dynasty,Sulayhid Dynasty,marinid_dynasty,Marinid Dynasty,unknown,2,,0,0,0,1,0,0,106
sulayhid_dynasty,Sulayhid Dynasty,mamluk_sultanate,Mamluk Sultanate,unknown,2,,0,0,0,1,0,0,112
sulayhid_dynasty,Sulayhid Dynasty,ifat_sultanate,Ifat Sultanate,unknown,2,,0,0,0,1,0,0,147
sulayhid_dynasty,Sulayhid Dynasty,bahmani_sultanate,Bahmani Sultanate,unknown,2,,0,0,0,1,0,0,209
sulayhid_dynasty,Sulayhid Dynasty,adal_sultanate,Adal Sultanate,unknown,2,,0,0,0,1,0,0,277
almohad_caliphate,Almohad Caliphate,zengid_dynasty,Zengid Dynasty,unknown,2,,0,0,0,1,0,0,-142
almohad_caliphate,Almohad Caliphate,banu_ghaniya,Banu Ghaniya,unknown,2,,0,0,0,1,0,0,-121
zangid_atabegate,Zangid Atabegate,zengid_dynasty,Zengid Dynasty,unknown,2,,0,0,0,1,0,0,-123
zangid_atabegate,Zangid Atabegate,banu_ghaniya,Banu Ghaniya,unknown,2,,0,0,0,1,0,0,-102
zengid_dynasty,Zengid Dynasty,banu_ghaniya,Banu Ghaniya,unknown,2,,0,0,0,1,0,0,-74
zengid_dynasty,Zengid Dynasty,ayyubid_sultanate,Ayyubid Sultanate,unknown,2,,0,0,0,1,0,0,-51
zengid_dynasty,Zengid Dynasty,ifat_sultanate,Ifat Sultanate,unknown,2,,0,0,0,1,0,0,63
zengid_dynasty,Zengid Dynasty,bahmani_sultanate,Bahmani Sultanate,unknown,2,,0,0,0,1,0,0,125
zengid_dynasty,Zengid Dynasty,adal_sultanate,Adal Sultanate,unknown,2,,0,0,0,1,0,0,193
zengid_dynasty,Zengid Dynasty,funj_sultanate,Funj Sultanate,unknown,2,,0,0,0,1,0,0,282
banu_ghaniya,Banu Ghaniya,ayyubid_sultanate,Ayyubid Sultanate,unknown,2,,0,0,0,1,0,0,-66
banu_ghaniya,Banu Ghaniya,bahmani_sultanate,Bahmani Sultanate,unknown,2,,0,0,0,1,0,0,110
banu_ghaniya,Banu Ghaniya,adal_sultanate,Adal Sultanate,unknown,2,,0,0,0,1,0,0,178
banu_ghaniya,Banu Ghaniya,funj_sultanate,Funj Sultanate,unknown,2,,0,0,0,1,0,0,267
hafsid_dynasty,Hafsid Dynasty,muhammad_ali_dynasty,Muhammad Ali dynasty,unknown,2,,0,0,0,1,0,0,231
mamluk_sultanate,Mamluk Sultanate,muhammad_ali_dynasty,Muhammad Ali dynasty,unknown,2,,0,0,0,1,0,0,288
bahmani_sultanate,Bahmani Sultanate,muhammad_ali_dynasty,Muhammad Ali dynasty,unknown,2,,0,0,0,1,0,0,278
adal_sultanate,Adal Sultanate,muhammad_ali_dynasty,Muhammad Ali dynasty,unknown,2,,0,0,0,1,0,0,228
funj_sultanate,Funj Sultanate,united_arab_republic,United Arab Republic,unknown,2,,0,0,0,1,0,0,137
funj_sultanate,Funj Sultanate,republic_of_yemen,Republic of Yemen,unknown,2,,0,0,0,1,0,0,169
saadian_dynasty,Saadian Dynasty,muhammad_ali_dynasty,Muhammad Ali dynasty,unknown,2,,0,0,0,1,0,0,146
saadian_dynasty,Saadian Dynasty,united_arab_republic,United Arab Republic,unknown,2,,0,0,0,1,0,0,299
darfur_sultanate,Darfur Sultanate,muhammad_ali_dynasty,Muhammad Ali dynasty,unknown,2,,0,0,0,1,0,0,-111
darfur_sultanate,Darfur Sultanate,republic_of_yemen,Republic of Yemen,unknown,2,,0,0,0,1,0,0,74
kingdom_of_egypt,Kingdom of Egypt,muhammad_ali_dynasty,Muhammad Ali dynasty,unknown,2,,0,0,0,1,0,0,-147
muhammad_ali_dynasty,Muhammad Ali dynasty,mahdist_state,Mahdist State,unknown,2,,0,0,0,1,0,0,-68
mahdist_state,Mahdist State,united_arab_republic,United Arab Republic,unknown,2,,0,0,0,1,0,0,60
mahdist_state,Mahdist State,republic_of_yemen,Republic of Yemen,unknown,2,,0,0,0,1,0,0,92
first_bulgarian_empire,First Bulgarian Empire,great_moravia,Great Moravia,unknown,2,,0,0,0,1,0,0,-185
great_moravia,Great Moravia,second_bulgarian_empire,Second Bulgarian Empire,unknown,2,,0,0,0,1,0,0,278
great_moravia,Great Moravia,serbian_empire,Serbian Empire (Nemanjić Dynasty),unknown,2,,0,0,0,1,0,0,283
republic_of_venice,Venice,republic_of_genoa,Republic of Genoa,unknown,2,,0,0,0,1,0,0,-792
republic_of_venice,Venice,republic_of_florence,Republic of Florence,unknown,2,,0,0,0,1,0,0,-682
republic_of_venice,Venice,pisan_county_of_cagliari,Pisan County of Cagliari,unknown,2,,0,0,0,1,0,0,-539
republic_of_venice,Venice,grand_duchy_of_tuscany,Grand Duchy of Tuscany,unknown,2,,0,0,0,1,0,0,-228
republic_of_venice,Venice,italy,Italy,unknown,2,,0,0,0,1,0,0,64
republic_of_venice,Venice,kingdom_of_italy,Kingdom of Italy,unknown,2,,0,0,0,1,0,0,64
republic_of_venice,Venice,fascist_italy,Fascist Italy,unknown,2,,0,0,0,1,0,0,125
republic_of_venice,Venice,italian_east_africa,Italian East Africa,unknown,2,,0,0,0,1,0,0,139
republic_of_venice,Venice,italian_albania,Italian Albania,unknown,2,,0,0,0,1,0,0,142
republic_of_venice,Venice,italian_social_republic,Italian Social Republic,unknown,2,,0,0,0,1,0,0,146
republic_of_venice,Venice,italian_republic,Italian Republic,unknown,2,,0,0,0,1,0,0,149
republic_of_genoa,Republic of Genoa,republic_of_florence,Republic of Florence,unknown,2,,0,0,0,1,0,0,-682
republic_of_genoa,Republic of Genoa,pisan_county_of_cagliari,Pisan County of Cagliari,unknown,2,,0,0,0,1,0,0,-539
republic_of_genoa,Republic of Genoa,grand_duchy_of_tuscany,Grand Duchy of Tuscany,unknown,2,,0,0,0,1,0,0,-228
republic_of_genoa,Republic of Genoa,italy,Italy,unknown,2,,0,0,0,1,0,0,64
republic_of_genoa,Republic of Genoa,kingdom_of_italy,Kingdom of Italy,unknown,2,,0,0,0,1,0,0,64
republic_of_genoa,Republic of Genoa,fascist_italy,Fascist Italy,unknown,2,,0,0,0,1,0,0,125
republic_of_genoa,Republic of Genoa,italian_east_africa,Italian East Africa,unknown,2,,0,0,0,1,0,0,139
republic_of_genoa,Republic of Genoa,italian_albania,Italian Albania,unknown,2,,0,0,0,1,0,0,142
republic_of_genoa,Republic of Genoa,italian_social_republic,Italian Social Republic,unknown,2,,0,0,0,1,0,0,146
republic_of_genoa,Republic of Genoa,italian_republic,Italian Republic,unknown,2,,0,0,0,1,0,0,149
republic_of_florence,Republic of Florence,pisan_county_of_cagliari,Pisan County of Cagliari,unknown,2,,0,0,0,1,0,0,-274
republic_of_florence,Republic of Florence,cisalpine,Cisalpine / Italian Republic,unknown,2,,0,0,0,1,0,0,265
pisan_county_of_cagliari,Pisan County of Cagliari,grand_duchy_of_tuscany,Grand Duchy of Tuscany,unknown,2,,0,0,0,1,0,0,246
grand_duchy_of_tuscany,Grand Duchy of Tuscany,cisalpine,Cisalpine / Italian Republic,unknown,2,,0,0,0,1,0,0,-62
grand_duchy_of_tuscany,Grand Duchy of Tuscany,fascist_italy,Fascist Italy,unknown,2,,0,0,0,1,0,0,63
grand_duchy_of_tuscany,Grand Duchy of Tuscany,italian_east_africa,Italian East Africa,unknown,2,,0,0,0,1,0,0,77
grand_duchy_of_tuscany,Grand Duchy of Tuscany,italian_albania,Italian Albania,unknown,2,,0,0,0,1,0,0,80
grand_duchy_of_tuscany,Grand Duchy of Tuscany,italian_social_republic,Italian Social Republic,unknown,2,,0,0,0,1,0,0,84
grand_duchy_of_tuscany,Grand Duchy of Tuscany,italian_republic,Italian Republic,unknown,2,,0,0,0,1,0,0,87
cisalpine,Cisalpine / Italian Republic,italy,Italy,unknown,2,,0,0,0,1,0,0,56
cisalpine,Cisalpine / Italian Republic,kingdom_of_italy,Kingdom of Italy,unknown,2,,0,0,0,1,0,0,56
cisalpine,Cisalpine / Italian Republic,fascist_italy,Fascist Italy,unknown,2,,0,0,0,1,0,0,117
cisalpine,Cisalpine / Italian Republic,italian_east_africa,Italian East Africa,unknown,2,,0,0,0,1,0,0,131
cisalpine,Cisalpine / Italian Republic,italian_albania,Italian Albania,unknown,2,,0,0,0,1,0,0,134
cisalpine,Cisalpine / Italian Republic,italian_social_republic,Italian Social Republic,unknown,2,,0,0,0,1,0,0,138
cisalpine,Cisalpine / Italian Republic,italian_republic,Italian Republic,unknown,2,,0,0,0,1,0,0,141
italy,Italy,kingdom_of_italy,Kingdom of Italy,unknown,2,,0,0,0,1,0,0,-85
samanid_empire,Samanid Empire,ziyarid_dynasty,Ziyarid Dynasty,unknown,2,,0,0,0,1,0,0,-69
samanid_empire,Samanid Empire,eldiguzid_dynasty,Eldiguzid Dynasty (Ildeguzids),unknown,2,,0,0,0,1,0,0,137
samanid_empire,Samanid Empire,salgurid_dynasty,Salgurid Dynasty,unknown,2,,0,0,0,1,0,0,149
samanid_empire,Samanid Empire,kartid_dynasty,Kartid Dynasty,unknown,2,,0,0,0,1,0,0,246
samanid_empire,Samanid Empire,khalji_dynasty,Khalji Dynasty,unknown,2,,0,0,0,1,0,0,291
saffarid_dynasty,Saffarid Dynasty,ziyarid_dynasty,Ziyarid Dynasty,unknown,2,,0,0,0,1,0,0,-73
saffarid_dynasty,Saffarid Dynasty,eldiguzid_dynasty,Eldiguzid Dynasty (Ildeguzids),unknown,2,,0,0,0,1,0,0,133
saffarid_dynasty,Saffarid Dynasty,salgurid_dynasty,Salgurid Dynasty,unknown,2,,0,0,0,1,0,0,145
saffarid_dynasty,Saffarid Dynasty,kartid_dynasty,Kartid Dynasty,unknown,2,,0,0,0,1,0,0,242
saffarid_dynasty,Saffarid Dynasty,khalji_dynasty,Khalji Dynasty,unknown,2,,0,0,0,1,0,0,287
saffarid_dynasty,Saffarid Dynasty,hormuz_kingdom,Hormuz Kingdom,unknown,2,,0,0,0,1,0,0,297
ziyarid_dynasty,Ziyarid Dynasty,buyid_dynasty,Buyid Dynasty,unknown,2,,0,0,0,1,0,0,-156
ziyarid_dynasty,Ziyarid Dynasty,rawwadid_dynasty,Rawwadid Dynasty,unknown,2,,0,0,0,1,0,0,-135
ziyarid_dynasty,Ziyarid Dynasty,ghaznavid_empire,Ghaznavid Empire,unknown,2,,0,0,0,1,0,0,-113
ziyarid_dynasty,Ziyarid Dynasty,kakuyid_dynasty,Kakuyid Dynasty,unknown,2,,0,0,0,1,0,0,-82
ziyarid_dynasty,Ziyarid Dynasty,seljuk_empire,Seljuk Empire,unknown,2,,0,0,0,1,0,0,-53
ziyarid_dynasty,Ziyarid Dynasty,ghorid_dynasty,Ghorid Sultanate,unknown,2,,0,0,0,1,0,0,58
ziyarid_dynasty,Ziyarid Dynasty,salgurid_dynasty,Salgurid Dynasty,unknown,2,,0,0,0,1,0,0,58
ziyarid_dynasty,Ziyarid Dynasty,khwarazmian_empire,Khwarazmian Empire,unknown,2,,0,0,0,1,0,0,110
ziyarid_dynasty,Ziyarid Dynasty,delhi_sultanate,Delhi Sultanate,unknown,2,,0,0,0,1,0,0,116
ziyarid_dynasty,Ziyarid Dynasty,kartid_dynasty,Kartid Dynasty,unknown,2,,0,0,0,1,0,0,155
ziyarid_dynasty,Ziyarid Dynasty,ilkhanate,Ilkhanate,unknown,2,,0,0,0,1,0,0,166
ziyarid_dynasty,Ziyarid Dynasty,khalji_dynasty,Khalji Dynasty,unknown,2,,0,0,0,1,0,0,200
ziyarid_dynasty,Ziyarid Dynasty,hormuz_kingdom,Hormuz Kingdom,unknown,2,,0,0,0,1,0,0,210
ziyarid_dynasty,Ziyarid Dynasty,jalayirid_sultanate,Jalayirid Sultanate,unknown,2,,0,0,0,1,0,0,245
ziyarid_dynasty,Ziyarid Dynasty,madurai_sultanate,Madurai Sultanate,unknown,2,,0,0,0,1,0,0,245
ziyarid_dynasty,Ziyarid Dynasty,injuid_dynasty,Injuid Dynasty,unknown,2,,0,0,0,1,0,0,245
ziyarid_dynasty,Ziyarid Dynasty,timurid_empire,Timurid Empire,unknown,2,,0,0,0,1,0,0,280
ziyarid_dynasty,Ziyarid Dynasty,karkiya_dynasty,Kar-Kiya Dynasty,unknown,2,,0,0,0,1,0,0,280
