id,name,parent_id,description,founded
tangut,Tangut (Western Xia),tibeto_burman_branch,Sino-Tibetan language of the Western Xia kingdom,
tatar,Tatar,kipchak_branch,,
teda,Teda,kanuri_saharan_branch,,
telugu,Telugu,south_central_dravidian_branch,,
tetum,Tetum,western_malayo_polynesian_group_—_other,,
thai,Thai,tai_branch,,
thracian,Thracian,paleo_balkan_branch,,
tibetan,Tibetan,tibeto_burman_branch,,
tibeto_burman_branch,Tibeto-Burman Branch,sino_tibetan,,
tigre,Tigre,south_semitic_group_—_ethiopian,,
tigrinya,Tigrinya,south_semitic_group_—_ethiopian,,
tiv,Tiv,benue_congo_branch,,
tlingit,Tlingit,tlingit_branch,,
tlingit_branch,Tlingit Branch,na_dene,,
tocharian_a,Tocharian A,tocharian_branch,,
tocharian_b,Tocharian B,tocharian_branch,,
tocharian_branch,Tocharian Branch,indo_european,,
tok_pisin,()Tok Pisin,creoles_pidgins_mixed_languages,,
tonga,Tonga,central_bantu_group,,
tongan,Tongan,oceanic_group,,
tsakhur,Tsakhur,lezgic_branch,,
tsonga,Tsonga,southeast_bantu_group,,
tswana,Tswana,southeast_bantu_group,,
tuareg_tamashek,Tuareg / Tamashek,berber,,
tulu,Tulu,south_dravidian_branch,,
tungusic,TUNGUSIC,,,
tupian,TUPIAN,,,
tupinambá,Tupinambá,tupian,,
turkic,TURKIC,,,
turkish,Turkish,oghuz_branch,,
turkmen,Turkmen,oghuz_branch,,
tuscarora,Tuscarora,iroquoian,,
tuvan,Tuvan,siberian_branch,,
tzeltal,Tzeltal,mayan,,
tzotzil,Tzotzil,mayan,,
ubykh,Ubykh,northwest_caucasian,,
udege,Udege,southern_group,,
udmurt,Udmurt,permic_branch,,
ugaritic,Ugaritic,northwest_semitic_group,,
ugric_branch,Ugric Branch,uralic,,
ukrainian,Ukrainian,east_slavic_group,,
umbrian,Umbrian,latin_group,,
upper_sorbian,Upper Sorbian,west_slavic_group,,
uralic,URALIC,,,
urartian,()Urartian,language_isolates,,
uto_aztecan,UTO-AZTECAN,,,
uto_aztecan_other,Uto-Aztecan Other,uto_aztecan,,
uyghur,Uyghur,karluk_branch,,
uzbek,Uzbek,karluk_branch,,
vandalic,Vandalic,east_germanic_group,,
vedic_sanskrit,Vedic Sanskrit,indo_aryan_group,,
venda,Venda,southeast_bantu_group,,
venetian,Venetian,italo_dalmatian_group,,
veps,Veps,finnic_branch,,
vietic_group,Vietic Group,mon_khmer_branch,,
vietnamese,Vietnamese,vietic_group,,
volapük,()Volapük,constructed_languages,,
votic,Votic,finnic_branch,,
vulgar_latin,Vulgar Latin,latin_group,,
wa,Wa,other_mon_khmer,,
walloon,Walloon,gallo_romance_group,,
waray,Waray,western_malayo_polynesian_group_—_philippines,,
warlpiri,Warlpiri,australian,,
welsh,Welsh,brythonic,,
west_germanic_group,West Germanic Group,germanic_branch,,
west_slavic_group,West Slavic Group,slavic_branch,,
western_malayo_polynesian_group_—_malay,Western Malayo-Polynesian Group — Malay,malayo_polynesian_branch,,
western_malayo_polynesian_group_—_other,Western Malayo-Polynesian Group — Other,malayo_polynesian_branch,,
western_malayo_polynesian_group_—_philippines,Western Malayo-Polynesian Group — Philippines,malayo_polynesian_branch,,
wiyot,Wiyot,wiyot_yurok_branch,,
wiyot_yurok_branch,Wiyot / Yurok Branch,algic,,
wolaytta,Wolaytta,omotic_branch,,
wolof,Wolof,atlantic_branch,,
wu,Wu,modern_chinese_group,,
xhosa,Xhosa,southeast_bantu_group,,
xiang_hunanese,Xiang / Hunanese,modern_chinese_group,,
xibe,Xibe,southern_group,,
yi_lolo,Yi / Lolo,tibeto_burman_branch,,
yiddish,Yiddish,west_germanic_group,,
yolŋu_matha,Yolŋu Matha,australian,,
yoruba,Yoruba,yoruboid_branch,,
yoruboid_branch,Yoruboid Branch,niger_congo,,
yucatec_maya,Yucatec Maya,mayan,,
yukaghir,()Yukaghir,language_isolates,,
yurok,Yurok,wiyot_yurok_branch,,
zaghawa,Zaghawa,kanuri_saharan_branch,,
zapotec,Zapotec,other_south_american_families,,
zazaki_zaza,Zazaki / Zaza,iranian_group,,
zhuang,Zhuang,tai_branch,,
zulu,Zulu,southeast_bantu_group,,
zuni_zuñi,()Zuni / Zuñi,language_isolates,,
