from_polity_id,from_name,to_polity_id,to_name,territorial_direction,strength,shared_territories,shared_territory_count,same_ethnicity,related_ethnicity,same_language,same_religion,same_civilization,temporal_gap_years,provenance
banu_ghaniya,Banu Ghaniya,marinid_dynasty,Marinid Dynasty,unknown,4,,0,0,0,1,0,0,7,stub
alawite_dynasty,Alawite Dynasty (Morocco),muhammad_ali_dynasty,Muhammad Ali dynasty,unknown,4,,0,0,0,1,0,0,0,stub
alawite_dynasty,Alawite Dynasty (Morocco),united_arab_republic,United Arab Republic,unknown,4,,0,0,0,1,0,0,0,stub
alawite_dynasty,Alawite Dynasty (Morocco),republic_of_yemen,Republic of Yemen,unknown,4,,0,0,0,1,0,0,0,stub
kingdom_of_egypt,Kingdom of Egypt,united_arab_republic,United Arab Republic,unknown,4,,0,0,0,1,0,0,6,stub
muhammad_ali_dynasty,Muhammad Ali dynasty,kingdom_of_jordan,Hashemite Kingdom of Jordan,unknown,4,,0,0,0,1,0,0,-7,stub
muhammad_ali_dynasty,Muhammad Ali dynasty,republic_of_egypt,Republic of Egypt,unknown,4,,0,0,0,1,0,0,-1,stub
muhammad_ali_dynasty,Muhammad Ali dynasty,republic_of_iraq,Republic of Iraq,unknown,4,,0,0,0,1,0,0,5,stub
muhammad_ali_dynasty,Muhammad Ali dynasty,united_arab_republic,United Arab Republic,unknown,4,,0,0,0,1,0,0,5,stub
kingdom_of_iraq,Kingdom of Iraq,united_arab_republic,United Arab Republic,unknown,4,,0,0,0,1,0,0,0,stub
saudi_arabia,Kingdom of Saudi Arabia,united_arab_republic,United Arab Republic,unknown,4,,0,0,0,1,0,0,0,stub
saudi_arabia,Kingdom of Saudi Arabia,republic_of_yemen,Republic of Yemen,unknown,4,,0,0,0,1,0,0,0,stub
kingdom_of_jordan,Hashemite Kingdom of Jordan,united_arab_republic,United Arab Republic,unknown,4,,0,0,0,1,0,0,0,stub
kingdom_of_jordan,Hashemite Kingdom of Jordan,republic_of_yemen,Republic of Yemen,unknown,4,,0,0,0,1,0,0,0,stub
republic_of_egypt,Republic of Egypt,united_arab_republic,United Arab Republic,unknown,4,,0,0,0,1,0,0,0,stub
republic_of_egypt,Republic of Egypt,republic_of_yemen,Republic of Yemen,unknown,4,,0,0,0,1,0,0,0,stub
republic_of_iraq,Republic of Iraq,united_arab_republic,United Arab Republic,unknown,4,,0,0,0,1,0,0,0,stub
republic_of_iraq,Republic of Iraq,republic_of_yemen,Republic of Yemen,unknown,4,,0,0,0,1,0,0,0,stub
croatian_principality,Croatian Principality,croatian_kingdom,Croatian Kingdom,unknown,4,,0,0,0,1,0,0,0,stub
independent_state_of_croatia,Independent State of Croatia,sfr_yugoslavia,SFR Yugoslavia,unknown,4,,0,0,0,1,0,0,0,stub
italy,Italy,italian_east_africa,Italian East Africa,unknown,4,,0,0,0,1,0,0,-10,stub
italy,Italy,italian_albania,Italian Albania,unknown,4,,0,0,0,1,0,0,-7,stub
kingdom_of_italy,Kingdom of Italy,italian_east_africa,Italian East Africa,unknown,4,,0,0,0,1,0,0,-10,stub
kingdom_of_italy,Kingdom of Italy,italian_albania,Italian Albania,unknown,4,,0,0,0,1,0,0,-7,stub
italian_east_africa,Italian East Africa,italian_albania,Italian Albania,unknown,4,,0,0,0,1,0,0,-2,stub
hungarian_grand_principality,Hungarian Grand Principality,hungary,Hungary,unknown,4,,0,0,0,1,0,0,0,stub
french_caribbean,French Caribbean,louisiana_territory,Louisiana Territory (French),unknown,4,,0,0,0,1,0,0,0,stub
french_caribbean,French Caribbean,french_first_empire,French First Empire,unknown,4,,0,0,0,1,0,0,0,stub
french_caribbean,French Caribbean,haiti,Republic of Haiti,unknown,4,,0,0,0,1,0,0,0,stub
french_caribbean,French Caribbean,vichy_france,Vichy France,unknown,4,,0,0,0,1,0,0,0,stub
louisiana_territory,Louisiana Territory (French),french_first_empire,French First Empire,unknown,4,,0,0,0,1,0,0,1,stub
louisiana_territory,Louisiana Territory (French),haiti,Republic of Haiti,unknown,4,,0,0,0,1,0,0,1,stub
french_first_empire,French First Empire,haiti,Republic of Haiti,unknown,4,,0,0,0,1,0,0,-10,stub
haiti,Republic of Haiti,vichy_france,Vichy France,unknown,4,,0,0,0,1,0,0,0,stub
austrian_empire,Austrian Empire,austria_hungary,Austria-Hungary / Italian occupation zones,unknown,4,,0,0,0,1,0,0,0,stub
austrian_empire,Austrian Empire,german_empire,German Empire (Deutsches Reich),unknown,4,,0,0,0,1,0,0,4,stub
german_confederation,German Confederation (Deutscher Bund,austria_hungary,Austria-Hungary / Italian occupation zones,unknown,4,,0,0,0,1,0,0,1,stub
german_confederation,German Confederation (Deutscher Bund,german_empire,German Empire (Deutsches Reich),unknown,4,,0,0,0,1,0,0,5,stub
austria_hungary,Austria-Hungary / Italian occupation zones,weimar_republic,Weimar Republic,unknown,4,,0,0,0,1,0,0,0,stub
brunei_sultanate,Brunei Sultanate,sulu_sultanate,Sulu Sultanate,unknown,4,,0,0,0,1,0,0,0,stub
spanish_caribbean,Spanish Caribbean (Cuba/Hispaniola/Puerto Rico),cuba,Republic of Cuba,unknown,4,,0,0,0,1,0,0,4,stub
spanish_florida,Spanish Florida,paraguay,Republic of Paraguay,unknown,4,,0,0,0,1,0,0,-10,stub
spanish_florida,Spanish Florida,argentina,Argentine Republic,unknown,4,,0,0,0,1,0,0,-5,stub
spanish_florida,Spanish Florida,chile,Republic of Chile,unknown,4,,0,0,0,1,0,0,-3,stub
spanish_florida,Spanish Florida,gran_colombia,Gran Colombia,unknown,4,,0,0,0,1,0,0,-2,stub
spanish_florida,Spanish Florida,first_mexican_empire,First Mexican Empire,unknown,4,,0,0,0,1,0,0,0,stub
spanish_florida,Spanish Florida,mexico,Mexico (United Mexican States),unknown,4,,0,0,0,1,0,0,0,stub
spanish_florida,Spanish Florida,peru,Republic of Peru,unknown,4,,0,0,0,1,0,0,3,stub
spanish_florida,Spanish Florida,bolivia,Republic of Bolivia,unknown,4,,0,0,0,1,0,0,4,stub
spanish_florida,Spanish Florida,uruguay,Oriental Republic of Uruguay,unknown,4,,0,0,0,1,0,0,7,stub
spanish_florida,Spanish Florida,ecuador,Republic of Ecuador,unknown,4,,0,0,0,1,0,0,9,stub
spanish_florida,Spanish Florida,venezuela,Republic of Venezuela,unknown,4,,0,0,0,1,0,0,9,stub
spanish_florida,Spanish Florida,colombia,Republic of Colombia,unknown,4,,0,0,0,1,0,0,10,stub
new_spain,Viceroyalty of New Spain,paraguay,Republic of Paraguay,unknown,4,,0,0,0,1,0,0,-10,stub
new_spain,Viceroyalty of New Spain,argentina,Argentine Republic,unknown,4,,0,0,0,1,0,0,-5,stub
new_spain,Viceroyalty of New Spain,chile,Republic of Chile,unknown,4,,0,0,0,1,0,0,-3,stub
new_spain,Viceroyalty of New Spain,gran_colombia,Gran Colombia,unknown,4,,0,0,0,1,0,0,-2,stub
new_spain,Viceroyalty of New Spain,first_mexican_empire,First Mexican Empire,unknown,4,,0,0,0,1,0,0,0,stub
new_spain,Viceroyalty of New Spain,mexico,Mexico (United Mexican States),unknown,4,,0,0,0,1,0,0,0,stub
new_spain,Viceroyalty of New Spain,peru,Republic of Peru,unknown,4,,0,0,0,1,0,0,3,stub
new_spain,Viceroyalty of New Spain,bolivia,Republic of Bolivia,unknown,4,,0,0,0,1,0,0,4,stub
new_spain,Viceroyalty of New Spain,uruguay,Oriental Republic of Uruguay,unknown,4,,0,0,0,1,0,0,7,stub
new_spain,Viceroyalty of New Spain,ecuador,Republic of Ecuador,unknown,4,,0,0,0,1,0,0,9,stub
new_spain,Viceroyalty of New Spain,venezuela,Republic of Venezuela,unknown,4,,0,0,0,1,0,0,9,stub
new_spain,Viceroyalty of New Spain,colombia,Republic of Colombia,unknown,4,,0,0,0,1,0,0,10,stub
viceroyalty_of_peru,Viceroyalty of Peru,argentina,Argentine Republic,unknown,4,,0,0,0,1,0,0,-8,stub
viceroyalty_of_peru,Viceroyalty of Peru,chile,Republic of Chile,unknown,4,,0,0,0,1,0,0,-6,stub
viceroyalty_of_peru,Viceroyalty of Peru,gran_colombia,Gran Colombia,unknown,4,,0,0,0,1,0,0,-5,stub
viceroyalty_of_peru,Viceroyalty of Peru,first_mexican_empire,First Mexican Empire,unknown,4,,0,0,0,1,0,0,-3,stub
viceroyalty_of_peru,Viceroyalty of Peru,mexico,Mexico (United Mexican States),unknown,4,,0,0,0,1,0,0,-3,stub
viceroyalty_of_peru,Viceroyalty of Peru,peru,Republic of Peru,unknown,4,,0,0,0,1,0,0,0,stub
viceroyalty_of_peru,Viceroyalty of Peru,bolivia,Republic of Bolivia,unknown,4,,0,0,0,1,0,0,1,stub
viceroyalty_of_peru,Viceroyalty of Peru,uruguay,Oriental Republic of Uruguay,unknown,4,,0,0,0,1,0,0,4,stub
viceroyalty_of_peru,Viceroyalty of Peru,ecuador,Republic of Ecuador,unknown,4,,0,0,0,1,0,0,6,stub
viceroyalty_of_peru,Viceroyalty of Peru,venezuela,Republic of Venezuela,unknown,4,,0,0,0,1,0,0,6,stub
viceroyalty_of_peru,Viceroyalty of Peru,colombia,Republic of Colombia,unknown,4,,0,0,0,1,0,0,7,stub
viceroyalty_of_new_granada,Viceroyalty of New Granada,paraguay,Republic of Paraguay,unknown,4,,0,0,0,1,0,0,-8,stub
viceroyalty_of_new_granada,Viceroyalty of New Granada,argentina,Argentine Republic,unknown,4,,0,0,0,1,0,0,-3,stub
viceroyalty_of_new_granada,Viceroyalty of New Granada,chile,Republic of Chile,unknown,4,,0,0,0,1,0,0,-1,stub
viceroyalty_of_new_granada,Viceroyalty of New Granada,gran_colombia,Gran Colombia,unknown,4,,0,0,0,1,0,0,0,stub
viceroyalty_of_new_granada,Viceroyalty of New Granada,first_mexican_empire,First Mexican Empire,unknown,4,,0,0,0,1,0,0,2,stub
viceroyalty_of_new_granada,Viceroyalty of New Granada,mexico,Mexico (United Mexican States),unknown,4,,0,0,0,1,0,0,2,stub
viceroyalty_of_new_granada,Viceroyalty of New Granada,peru,Republic of Peru,unknown,4,,0,0,0,1,0,0,5,stub
viceroyalty_of_new_granada,Viceroyalty of New Granada,bolivia,Republic of Bolivia,unknown,4,,0,0,0,1,0,0,6,stub
viceroyalty_of_new_granada,Viceroyalty of New Granada,uruguay,Oriental Republic of Uruguay,unknown,4,,0,0,0,1,0,0,9,stub
viceroyalty_of_rio_de_la_plata,Viceroyalty of Río de la Plata,paraguay,Republic of Paraguay,unknown,4,,0,0,0,1,0,0,-5,stub
viceroyalty_of_rio_de_la_plata,Viceroyalty of Río de la Plata,argentina,Argentine Republic,unknown,4,,0,0,0,1,0,0,0,stub
viceroyalty_of_rio_de_la_plata,Viceroyalty of Río de la Plata,chile,Republic of Chile,unknown,4,,0,0,0,1,0,0,2,stub
viceroyalty_of_rio_de_la_plata,Viceroyalty of Río de la Plata,gran_colombia,Gran Colombia,unknown,4,,0,0,0,1,0,0,3,stub
viceroyalty_of_rio_de_la_plata,Viceroyalty of Río de la Plata,first_mexican_empire,First Mexican Empire,unknown,4,,0,0,0,1,0,0,5,stub
viceroyalty_of_rio_de_la_plata,Viceroyalty of Río de la Plata,mexico,Mexico (United Mexican States),unknown,4,,0,0,0,1,0,0,5,stub
viceroyalty_of_rio_de_la_plata,Viceroyalty of Río de la Plata,peru,Republic of Peru,unknown,4,,0,0,0,1,0,0,8,stub
viceroyalty_of_rio_de_la_plata,Viceroyalty of Río de la Plata,bolivia,Republic of Bolivia,unknown,4,,0,0,0,1,0,0,9,stub
paraguay,Republic of Paraguay,argentina,Argentine Republic,unknown,4,,0,0,0,1,0,0,0,stub
paraguay,Republic of Paraguay,chile,Republic of Chile,unknown,4,,0,0,0,1,0,0,0,stub
paraguay,Republic of Paraguay,gran_colombia,Gran Colombia,unknown,4,,0,0,0,1,0,0,0,stub
paraguay,Republic of Paraguay,first_mexican_empire,First Mexican Empire,unknown,4,,0,0,0,1,0,0,0,stub
paraguay,Republic of Paraguay,mexico,Mexico (United Mexican States),unknown,4,,0,0,0,1,0,0,0,stub
paraguay,Republic of Paraguay,peru,Republic of Peru,unknown,4,,0,0,0,1,0,0,0,stub
paraguay,Republic of Paraguay,bolivia,Republic of Bolivia,unknown,4,,0,0,0,1,0,0,0,stub
paraguay,Republic of Paraguay,uruguay,Oriental Republic of Uruguay,unknown,4,,0,0,0,1,0,0,0,stub
paraguay,Republic of Paraguay,ecuador,Republic of Ecuador,unknown,4,,0,0,0,1,0,0,0,stub
paraguay,Republic of Paraguay,venezuela,Republic of Venezuela,unknown,4,,0,0,0,1,0,0,0,stub
paraguay,Republic of Paraguay,colombia,Republic of Colombia,unknown,4,,0,0,0,1,0,0,0,stub
paraguay,Republic of Paraguay,dominican_republic,Dominican Republic,unknown,4,,0,0,0,1,0,0,0,stub
paraguay,Republic of Paraguay,second_mexican_empire,Second Mexican Empire,unknown,4,,0,0,0,1,0,0,0,stub
paraguay,Republic of Paraguay,cuba,Republic of Cuba,unknown,4,,0,0,0,1,0,0,0,stub
argentina,Argentine Republic,chile,Republic of Chile,unknown,4,,0,0,0,1,0,0,0,stub
argentina,Argentine Republic,gran_colombia,Gran Colombia,unknown,4,,0,0,0,1,0,0,0,stub
argentina,Argentine Republic,first_mexican_empire,First Mexican Empire,unknown,4,,0,0,0,1,0,0,0,stub
argentina,Argentine Republic,mexico,Mexico (United Mexican States),unknown,4,,0,0,0,1,0,0,0,stub
argentina,Argentine Republic,peru,Republic of Peru,unknown,4,,0,0,0,1,0,0,0,stub
argentina,Argentine Republic,bolivia,Republic of Bolivia,unknown,4,,0,0,0,1,0,0,0,stub
argentina,Argentine Republic,uruguay,Oriental Republic of Uruguay,unknown,4,,0,0,0,1,0,0,0,stub
argentina,Argentine Republic,ecuador,Republic of Ecuador,unknown,4,,0,0,0,1,0,0,0,stub
argentina,Argentine Republic,venezuela,Republic of Venezuela,unknown,4,,0,0,0,1,0,0,0,stub
argentina,Argentine Republic,colombia,Republic of Colombia,unknown,4,,0,0,0,1,0,0,0,stub
argentina,Argentine Republic,dominican_republic,Dominican Republic,unknown,4,,0,0,0,1,0,0,0,stub
argentina,Argentine Republic,second_mexican_empire,Second Mexican Empire,unknown,4,,0,0,0,1,0,0,0,stub
argentina,Argentine Republic,cuba,Republic of Cuba,unknown,4,,0,0,0,1,0,0,0,stub
chile,Republic of Chile,gran_colombia,Gran Colombia,unknown,4,,0,0,0,1,0,0,0,stub
chile,Republic of Chile,first_mexican_empire,First Mexican Empire,unknown,4,,0,0,0,1,0,0,0,stub
chile,Republic of Chile,mexico,Mexico (United Mexican States),unknown,4,,0,0,0,1,0,0,0,stub
chile,Republic of Chile,peru,Republic of Peru,unknown,4,,0,0,0,1,0,0,0,stub
chile,Republic of Chile,bolivia,Republic of Bolivia,unknown,4,,0,0,0,1,0,0,0,stub
chile,Republic of Chile,uruguay,Oriental Republic of Uruguay,unknown,4,,0,0,0,1,0,0,0,stub
chile,Republic of Chile,ecuador,Republic of Ecuador,unknown,4,,0,0,0,1,0,0,0,stub
chile,Republic of Chile,venezuela,Republic of Venezuela,unknown,4,,0,0,0,1,0,0,0,stub
chile,Republic of Chile,colombia,Republic of Colombia,unknown,4,,0,0,0,1,0,0,0,stub
chile,Republic of Chile,dominican_republic,Dominican Republic,unknown,4,,0,0,0,1,0,0,0,stub
chile,Republic of Chile,second_mexican_empire,Second Mexican Empire,unknown,4,,0,0,0,1,0,0,0,stub
chile,Republic of Chile,cuba,Republic of Cuba,unknown,4,,0,0,0,1,0,0,0,stub
gran_colombia,Gran Colombia,first_mexican_empire,First Mexican Empire,unknown,4,,0,0,0,1,0,0,-10,stub
gran_colombia,Gran Colombia,mexico,Mexico (United Mexican States),unknown,4,,0,0,0,1,0,0,-10,stub
gran_colombia,Gran Colombia,peru,Republic of Peru,unknown,4,,0,0,0,1,0,0,-7,stub
gran_colombia,Gran Colombia,bolivia,Republic of Bolivia,unknown,4,,0,0,0,1,0,0,-6,stub
gran_colombia,Gran Colombia,uruguay,Oriental Republic of Uruguay,unknown,4,,0,0,0,1,0,0,-3,stub
gran_colombia,Gran Colombia,ecuador,Republic of Ecuador,unknown,4,,0,0,0,1,0,0,-1,stub
gran_colombia,Gran Colombia,venezuela,Republic of Venezuela,unknown,4,,0,0,0,1,0,0,-1,stub
gran_colombia,Gran Colombia,colombia,Republic of Colombia,unknown,4,,0,0,0,1,0,0,0,stub
first_mexican_empire,First Mexican Empire,mexico,Mexico (United Mexican States),unknown,4,,0,0,0,1,0,0,-2,stub
first_mexican_empire,First Mexican Empire,peru,Republic of Peru,unknown,4,,0,0,0,1,0,0,1,stub
first_mexican_empire,First Mexican Empire,bolivia,Republic of Bolivia,unknown,4,,0,0,0,1,0,0,2,stub
first_mexican_empire,First Mexican Empire,uruguay,Oriental Republic of Uruguay,unknown,4,,0,0,0,1,0,0,5,stub
first_mexican_empire,First Mexican Empire,ecuador,Republic of Ecuador,unknown,4,,0,0,0,1,0,0,7,stub
first_mexican_empire,First Mexican Empire,venezuela,Republic of Venezuela,unknown,4,,0,0,0,1,0,0,7,stub
first_mexican_empire,First Mexican Empire,colombia,Republic of Colombia,unknown,4,,0,0,0,1,0,0,8,stub
mexico,Mexico (United Mexican States),peru,Republic of Peru,unknown,4,,0,0,0,1,0,0,0,stub
mexico,Mexico (United Mexican States),bolivia,Republic of Bolivia,unknown,4,,0,0,0,1,0,0,0,stub
mexico,Mexico (United Mexican States),uruguay,Oriental Republic of Uruguay,unknown,4,,0,0,0,1,0,0,0,stub
mexico,Mexico (United Mexican States),ecuador,Republic of Ecuador,unknown,4,,0,0,0,1,0,0,0,stub
mexico,Mexico (United Mexican States),venezuela,Republic of Venezuela,unknown,4,,0,0,0,1,0,0,0,stub
mexico,Mexico (United Mexican States),colombia,Republic of Colombia,unknown,4,,0,0,0,1,0,0,0,stub
mexico,Mexico (United Mexican States),dominican_republic,Dominican Republic,unknown,4,,0,0,0,1,0,0,0,stub
mexico,Mexico (United Mexican States),second_mexican_empire,Second Mexican Empire,unknown,4,,0,0,0,1,0,0,0,stub
mexico,Mexico (United Mexican States),cuba,Republic of Cuba,unknown,4,,0,0,0,1,0,0,0,stub
peru,Republic of Peru,bolivia,Republic of Bolivia,unknown,4,,0,0,0,1,0,0,0,stub
peru,Republic of Peru,uruguay,Oriental Republic of Uruguay,unknown,4,,0,0,0,1,0,0,0,stub
peru,Republic of Peru,ecuador,Republic of Ecuador,unknown,4,,0,0,0,1,0,0,0,stub
peru,Republic of Peru,venezuela,Republic of Venezuela,unknown,4,,0,0,0,1,0,0,0,stub
peru,Republic of Peru,colombia,Republic of Colombia,unknown,4,,0,0,0,1,0,0,0,stub
peru,Republic of Peru,dominican_republic,Dominican Republic,unknown,4,,0,0,0,1,0,0,0,stub
peru,Republic of Peru,second_mexican_empire,Second Mexican Empire,unknown,4,,0,0,0,1,0,0,0,stub
peru,Republic of Peru,cuba,Republic of Cuba,unknown,4,,0,0,0,1,0,0,0,stub
bolivia,Republic of Bolivia,uruguay,Oriental Republic of Uruguay,unknown,4,,0,0,0,1,0,0,0,stub
bolivia,Republic of Bolivia,ecuador,Republic of Ecuador,unknown,4,,0,0,0,1,0,0,0,stub
bolivia,Republic of Bolivia,venezuela,Republic of Venezuela,unknown,4,,0,0,0,1,0,0,0,stub
bolivia,Republic of Bolivia,colombia,Republic of Colombia,unknown,4,,0,0,0,1,0,0,0,stub
bolivia,Republic of Bolivia,dominican_republic,Dominican Republic,unknown,4,,0,0,0,1,0,0,0,stub
bolivia,Republic of Bolivia,second_mexican_empire,Second Mexican Empire,unknown,4,,0,0,0,1,0,0,0,stub
bolivia,Republic of Bolivia,cuba,Republic of Cuba,unknown,4,,0,0,0,1,0,0,0,stub
uruguay,Oriental Republic of Uruguay,ecuador,Republic of Ecuador,unknown,4,,0,0,0,1,0,0,0,stub
uruguay,Oriental Republic of Uruguay,venezuela,Republic of Venezuela,unknown,4,,0,0,0,1,0,0,0,stub
uruguay,Oriental Republic of Uruguay,colombia,Republic of Colombia,unknown,4,,0,0,0,1,0,0,0,stub
uruguay,Oriental Republic of Uruguay,dominican_republic,Dominican Republic,unknown,4,,0,0,0,1,0,0,0,stub
uruguay,Oriental Republic of Uruguay,second_mexican_empire,Second Mexican Empire,unknown,4,,0,0,0,1,0,0,0,stub
uruguay,Oriental Republic of Uruguay,cuba,Republic of Cuba,unknown,4,,0,0,0,1,0,0,0,stub
ecuador,Republic of Ecuador,venezuela,Republic of Venezuela,unknown,4,,0,0,0,1,0,0,0,stub
ecuador,Republic of Ecuador,colombia,Republic of Colombia,unknown,4,,0,0,0,1,0,0,0,stub
ecuador,Republic of Ecuador,dominican_republic,Dominican Republic,unknown,4,,0,0,0,1,0,0,0,stub
ecuador,Republic of Ecuador,second_mexican_empire,Second Mexican Empire,unknown,4,,0,0,0,1,0,0,0,stub
ecuador,Republic of Ecuador,cuba,Republic of Cuba,unknown,4,,0,0,0,1,0,0,0,stub
venezuela,Republic of Venezuela,colombia,Republic of Colombia,unknown,4,,0,0,0,1,0,0,0,stub
venezuela,Republic of Venezuela,dominican_republic,Dominican Republic,unknown,4,,0,0,0,1,0,0,0,stub
venezuela,Republic of Venezuela,second_mexican_empire,Second Mexican Empire,unknown,4,,0,0,0,1,0,0,0,stub
venezuela,Republic of Venezuela,cuba,Republic of Cuba,unknown,4,,0,0,0,1,0,0,0,stub
colombia,Republic of Colombia,dominican_republic,Dominican Republic,unknown,4,,0,0,0,1,0,0,0,stub
colombia,Republic of Colombia,second_mexican_empire,Second Mexican Empire,unknown,4,,0,0,0,1,0,0,0,stub
colombia,Republic of Colombia,cuba,Republic of Cuba,unknown,4,,0,0,0,1,0,0,0,stub
dominican_republic,Dominican Republic,second_mexican_empire,Second Mexican Empire,unknown,4,,0,0,0,1,0,0,0,stub
dominican_republic,Dominican Republic,cuba,Republic of Cuba,unknown,4,,0,0,0,1,0,0,0,stub
portuguese_brazil,Portuguese Brazil,empire_of_brazil,Empire of Brazil,unknown,4,,0,0,0,1,0,0,0,stub
empire_of_brazil,Empire of Brazil,republic_of_brazil,Federative Republic of Brazil,unknown,4,,0,0,0,1,0,0,0,stub
jamestown_colony,Jamestown Colony,plymouth_colony,Plymouth Colony,unknown,4,,0,0,0,1,0,0,-4,stub
jamestown_colony,Jamestown Colony,british_caribbean,British Caribbean,unknown,4,,0,0,0,1,0,0,0,stub
thirteen_colonies,Thirteen Colonies,united_states,United States of America,unknown,4,,0,0,0,1,0,0,0,stub
rupert_land,Rupert's Land (Hudson's Bay Company),confederate_states,Confederate States of America,unknown,4,,0,0,0,1,0,0,-9,stub
rupert_land,Rupert's Land (Hudson's Bay Company),dominion_of_canada,Dominion of Canada,unknown,4,,0,0,0,1,0,0,-3,stub
united_states,United States of America,united_kingdom,United Kingdom of Great Britain and Ireland,unknown,4,,0,0,0,1,0,0,0,stub
united_states,United States of America,texas_republic,Republic of Texas,unknown,4,,0,0,0,1,0,0,0,stub
united_states,United States of America,california_republic,California Republic,unknown,4,,0,0,0,1,0,0,0,stub
united_states,United States of America,british_raj,British Raj,unknown,4,,0,0,0,1,0,0,0,stub
united_states,United States of America,confederate_states,Confederate States of America,unknown,4,,0,0,0,1,0,0,0,stub
united_states,United States of America,dominion_of_canada,Dominion of Canada,unknown,4,,0,0,0,1,0,0,0,stub
united_states,United States of America,hawaii_republic,Republic of Hawaiʻi,unknown,4,,0,0,0,1,0,0,0,stub
united_states,United States of America,british_military_administration,British Military Administration,unknown,4,,0,0,0,1,0,0,0,stub
united_states,United States of America,canada,Canada,unknown,4,,0,0,0,1,0,0,0,stub
united_kingdom,United Kingdom of Great Britain and Ireland,texas_republic,Republic of Texas,unknown,4,,0,0,0,1,0,0,0,stub
united_kingdom,United Kingdom of Great Britain and Ireland,california_republic,California Republic,unknown,4,,0,0,0,1,0,0,0,stub
united_kingdom,United Kingdom of Great Britain and Ireland,confederate_states,Confederate States of America,unknown,4,,0,0,0,1,0,0,0,stub
united_kingdom,United Kingdom of Great Britain and Ireland,dominion_of_canada,Dominion of Canada,unknown,4,,0,0,0,1,0,0,0,stub
united_kingdom,United Kingdom of Great Britain and Ireland,hawaii_republic,Republic of Hawaiʻi,unknown,4,,0,0,0,1,0,0,0,stub
united_kingdom,United Kingdom of Great Britain and Ireland,british_military_administration,British Military Administration,unknown,4,,0,0,0,1,0,0,0,stub
united_kingdom,United Kingdom of Great Britain and Ireland,canada,Canada,unknown,4,,0,0,0,1,0,0,0,stub
texas_republic,Republic of Texas,california_republic,California Republic,unknown,4,,0,0,0,1,0,0,0,stub
british_raj,British Raj,british_military_administration,British Military Administration,unknown,4,,0,0,0,1,0,0,-4,stub
confederate_states,Confederate States of America,dominion_of_canada,Dominion of Canada,unknown,4,,0,0,0,1,0,0,2,stub
dominion_of_canada,Dominion of Canada,canada,Canada,unknown,4,,0,0,0,1,0,0,0,stub
carolingian_empire,Frankish Kingdom / Carolingian Empire,kingdom_of_france,Kingdom of France,contraction,3,aquitaine|gaul,2,0,0,0,1,0,144,stub
ottoman_empire,Ottoman Empire,saudi_arabia,Kingdom of Saudi Arabia,contraction,3,arabia,1,0,0,0,0,0,10,stub
sassanid_empire,Sassanid Empire,khazar_khaganate,Khazar Khaganate,contraction,3,caucasus,1,0,0,0,0,0,-1,stub
ottoman_empire,Ottoman Empire,soviet_union,Soviet Union,contraction,3,caucasus,1,0,0,0,0,0,0,stub
maurya_empire,Maurya Empire,satavahana_empire,Satavahana Empire,contraction,3,deccan,1,0,0,0,1,0,-45,stub
mughal_empire,Mughal Empire,republic_of_india,Republic of India,contraction,3,deccan|ganges_plain|punjab,3,0,0,0,0,0,90,stub
achaemenid_empire,Achaemenid Empire,ptolemaic_egypt,Ptolemaic Kingdom,contraction,3,egypt|levant,2,0,0,0,0,0,25,stub
roman_empire,Roman Empire,carolingian_empire,Frankish Kingdom / Carolingian Empire,contraction,3,gaul,1,0,0,1,0,0,91,stub
maurya_empire,Maurya Empire,indo_scythian_kingdom,Indo-Scythian Kingdom,contraction,3,indus_valley|punjab,2,0,0,0,0,0,-15,stub
durrani_empire,Durrani Empire,pakistan,Pakistan,contraction,3,indus_valley|punjab,2,0,0,0,1,0,121,stub
macedonian_empire,Macedonian Empire (Alexander),parthian_empire,Parthian Empire (Arsacid),contraction,3,iran_plateau|khorasan|mesopotamia,3,0,0,0,0,0,76,stub
umayyad_caliphate,Umayyad Caliphate,saffarid_dynasty,Saffarid Dynasty,contraction,3,iran_plateau|khorasan,2,0,0,0,1,0,111,stub
abbasid_caliphate,Abbasid Caliphate,seljuk_empire,Seljuk Empire,contraction,3,iran_plateau|mesopotamia,2,0,0,0,1,0,-221,stub
mongol_empire,Mongol Empire,safavid_empire,Safavid Empire,contraction,3,iran_plateau|khorasan|mesopotamia,3,0,0,0,0,0,133,stub
ilkhanate,Ilkhanate,kara_koyunlu,Kara Koyunlu (Black Sheep Turkmen),contraction,3,iran_plateau|mesopotamia,2,0,0,0,0,0,39,stub
ilkhanate,Ilkhanate,aq_qoyunlu,Aq Qoyunlu (White Sheep Turkmen),contraction,3,iran_plateau|mesopotamia,2,0,0,0,0,0,43,stub
safavid_empire,Safavid Empire,hotak_dynasty,Hotak Dynasty,contraction,3,iran_plateau|khorasan,2,0,0,0,0,0,-27,stub
roman_empire,Roman Empire,odoacer_kingdom,Kingdom of Odoacer,contraction,3,italy,1,0,0,1,0,0,81,stub
roman_empire,Roman Empire,ostrogothic_kingdom,Ostrogothic Kingdom of Italy,contraction,3,italy,1,0,0,1,0,0,98,stub
umayyad_caliphate,Umayyad Caliphate,samanid_empire,Samanid Empire,contraction,3,khorasan|transoxiana,2,0,0,0,1,0,69,stub
